timestamp_gatillo,event_type,ATR_14,RSI_14,Slope_50,Rejection_Power,BB_Position,Target_1x,Target_2x,Target_3x,Target_5x,Target_10x,Target_15x,Target_20x
2024-01-23 10:00:00,long,23.68188440537214,20.920183729553404,-5.308250859448848,0.13528861718739574,0.05271926963361171,1,1,1,1,1,1,1
2024-01-23 11:00:00,long,24.388988635052705,29.24930464150331,-5.419965478541897,0.0,0.18850536608138607,1,1,1,1,1,1,1
2024-01-23 13:00:00,long,24.31458169958728,28.023457187748,-5.616884705135571,0.6507600920505511,0.2156835539839694,1,1,1,1,1,1,1
2024-01-23 14:00:00,long,24.774112479245314,25.507505078231407,-5.735563709326159,0.46676250561612076,0.17925614251160243,1,1,1,1,1,1,1
2024-01-23 15:00:00,long,23.70854352339922,25.056839411847022,-5.825141466088331,0.4658636793053906,0.19948977146131816,1,1,1,1,1,1,1
2024-01-23 17:00:00,long,22.51992899425391,31.55905500324389,-5.867345001216398,0.41748984551351276,0.3083729939007435,1,1,1,1,1,1,1
2024-03-15 04:00:00,long,66.5995060876542,32.48189252872169,-6.56993210711502,0.1072498728714606,0.059138653905495456,1,1,1,1,1,1,0
2024-03-15 06:00:00,long,68.38896606309369,32.81854161338896,-7.061078820366444,0.4627471658961354,0.13220752570670286,1,1,1,1,1,1,0
2024-03-19 07:00:00,long,60.49824681447358,31.902696357667676,-6.615958439670484,0.20712067450877658,0.12524951486683777,1,1,1,1,1,1,1
2024-03-19 10:00:00,long,59.793808542405635,32.03602295781221,-7.960931645130754,0.2859275369789581,0.17281240306647613,1,1,1,1,1,1,1
2024-03-20 00:00:00,long,68.19356179602921,34.66778192580392,-9.81213756174764,0.4780157546114314,-0.006104996397185619,1,1,1,1,1,1,1
2024-04-22 13:00:00,long,37.95004946113243,7.406007874230864,-4.678149433409836,0.004300791079195352,0.13473941297338674,1,1,1,1,1,1,1
2024-04-22 14:00:00,long,36.2210805309658,7.11859695894934,-5.332469440629934,0.19485661959817885,0.15999736011486473,1,1,1,1,1,1,1
2024-04-30 10:00:00,long,34.44262762222646,28.97989266504458,-5.2448073006118445,0.06812687884023157,0.15397863437862863,1,1,1,1,1,1,1
2024-04-30 11:00:00,long,35.00379136837457,26.171369908765506,-5.414707328850456,0.30311122066528967,0.12146216747877327,1,1,1,1,1,1,1
2024-04-30 12:00:00,long,35.88782169999067,25.253956098947167,-5.5700209395639515,0.17991574888096448,0.1397805902028196,1,1,1,1,1,1,1
2024-04-30 13:00:00,long,34.85622292899135,25.107587531398107,-5.6867624699477295,0.4486365853117493,0.1739399324598491,1,1,1,1,1,1,1
2024-04-30 14:00:00,long,34.696325298299136,23.297070283158053,-5.814945418912578,0.3118116609909882,0.1625801323207374,1,1,1,1,1,1,1
2024-04-30 16:00:00,long,38.2115644722411,31.092857187223892,-6.002226301821106,0.0,0.22315689800711325,1,1,1,1,1,1,1
2024-06-07 23:00:00,long,20.913260659945887,28.874839805322615,-3.552615428739706,0.1267245758276226,0.2705281616848635,1,1,1,1,1,1,1
